coord,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9
100.72,9.64776E-05,0.000437907,2.91013E-05,0.001729559,0.001456578,0.002269273,0.002413598,0.005339753,0.011633868
100.22,0.000125864,0.000562222,8.96668E-05,0.001706484,0.001409414,0.002188584,0.002201582,0.004952882,0.011311032
99.72,8.65751E-05,0.000426861,0.000179606,0.001591585,0.001358879,0.002034383,0.001845535,0.004523951,0.010797125
99.22,0.000137346,0.000546751,0.000203911,0.001667384,0.00148372,0.002100352,0.001932788,0.004478641,0.010832884
98.72,0.000240662,0.000699319,0.000358572,0.001709121,0.001562933,0.002030399,0.00176827,0.004082475,0.00996383
98.22,0.000384402,0.000910282,0.00043052,0.001652156,0.001484877,0.001914672,0.001590672,0.003509362,0.008921275
97.72,0.000417855,0.000783069,0.000348727,0.001406319,0.00130772,0.001613004,0.001093756,0.002939429,0.007896484
97.22,0.000360898,0.000645541,0.000136667,0.001111373,0.00112954,0.001273587,0.000674762,0.002203838,0.006718009
96.72,0.000440921,0.00071065,0.00036627,0.001270121,0.001355912,0.00130909,0.000743297,0.00206222,0.006106773
96.22,0.000551918,0.000871054,0.000522012,0.00139742,0.001481627,0.001463917,0.000988104,0.002194189,0.00619243
95.72,0.000537796,0.000888348,0.000690076,0.001393101,0.00164317,0.001397267,0.001019098,0.001878306,0.005271929
95.22,0.000269328,0.000551899,0.000503421,0.001021645,0.001352228,0.000977555,0.00075104,0.001254251,0.004095668
94.72,0.000274035,0.000543087,0.000495468,0.000976902,0.001356382,0.000963481,0.000756831,0.001081412,0.003322335
94.22,0.000216189,0.000481945,0.000525813,0.000909325,0.001345037,0.0009062,0.000752323,0.000900545,0.00264906
93.72,6.79693E-05,0.000280135,0.000467085,0.000689915,0.001051038,0.000667552,0.000649239,0.000725074,0.002382686
93.22,0.000195475,0.000272807,0.000506562,0.000688277,0.001022407,0.000694312,0.000711465,0.000715258,0.00206063
92.72,0.000174423,0.000367736,0.000471542,0.000813116,0.001210916,0.000852845,0.000823694,0.000989142,0.002277386
92.22,0.0001489,0.00035987,0.000377938,0.000821041,0.001209549,0.000852867,0.000813086,0.000991234,0.002149771
91.72,0.000157037,0.000425311,0.000456206,0.000865767,0.001276356,0.000892472,0.000841534,0.000973806,0.001914597
91.22,0.000255759,0.000428776,0.000497224,0.000868461,0.001323456,0.00093076,0.000866718,0.000909045,0.001588352
90.72,9.2177E-05,0.00018527,9.07787E-05,0.000550981,0.000814548,0.000474758,0.000443332,0.000691884,0.001480183
90.22,0.000182183,0.000379382,0.000276708,0.000603915,0.000928292,0.000520449,0.000572876,0.000773286,0.001423634
89.72,0.000111071,0.000358638,0.000201685,0.000521891,0.000653069,0.000364589,0.00046841,0.000707148,0.001320764
89.22,6.7145E-06,0.000112557,5.74191E-05,0.000205165,0.000270239,7.79271E-05,0.000149561,0.000297186,0.000923916
88.72,0.000213188,0.00040395,0.00044605,0.000685268,0.000766079,0.000560779,0.00075255,0.000905443,0.001521482
88.22,3.90555E-05,0.000143678,0.00026063,0.000368253,0.000362427,0.000222141,0.000306173,0.000459225,0.000793204
87.72,0.00021385,0.000269725,0.000330501,0.000444164,0.000483838,0.000355384,0.00040566,0.000545786,0.000723669
87.22,0.000125206,0.000208953,0.000182446,0.000146524,0.000148116,0.000226074,0.000204073,0.000133039,0.000211278
86.72,0.000200983,0.000295754,0.000230817,0.00023701,0.00023438,0.000297029,0.000286498,0.000215217,0.000337713
86.22,0,0,0,0,0,0,0,0,0
